ADDRESS,PRICE (K$),BEDROOMS,NEAREST_SCH_DIST,,,,,,,,,,,,
18 Tiller Road,703,4,1.128138458,,,,,,,,,,,,
18 Tivoli Drive,1100,5,1.444091644,,,,,,,,,,,,
18 Tolbury Retreat,445,5,0.999780335,,,,,,,,,,,,
18 Toledo Drive,530,4,1.72759306,,,,,,,,,,,,
18 Townson Place,610,4,0.484467954,,,,,,,,,,,,
18 Trafalgar Place,465,3,0.566810785,,,,,,,,,,,,
18 Triandra Drive,475,3,3.560291286,,,,,,,,,,,,
18 Tullow Gardens,631,5,0.970208766,,,,,,,,,,,,
18 Tyne Crescent,975,4,1.512224063,,,,,,,,,,,,
18 Underwood Grove,650,3,1.416328687,,,,,,,,,,,,
18 Vanderlin Crescent,412,4,0.965592946,,,,,,,,,,,,
18 Verona Street,560,4,1.034546668,,,,,,,,,,,,
18 Via Vista Drive,242.5,4,5.610316814,,,,,,,,,,,,
18 Victoria Road,890,4,2.210579321,,,,,,,,,,,,
18 Victoria Street,460,3,2.283531316,,,,,,,,,,,,
18 Virgilia Terrace,430,4,0.795302597,,,,,,,,,,,,
18 Vivian Way,525,4,1.589948747,,,,,,,,,,,,
18 Wagoora Way,390,3,2.235587949,,,,,,,,,,,,
18 Wandoo Street,452.5,4,1.084134956,,,,,,,,,,,,
18 Waratah Avenue,2100,5,2.837097075,,,,,,,,,,,,
18 Warda Crescent,483,4,0.543991464,,,,,,,,,,,,
18 Warragoon Crescent,1680,4,1.529567727,,,,,,,,,,,,
18 Warralong Crescent,2020,4,1.567617484,,,,,,,,,,,,
18 Waterside Crescent,610,4,1.42524662,,,,,,,,,,,,
18 Wattlebird Crescent,397,4,0.887254782,,,,,,,,,,,,
18 Waverley Road,262.5,3,0.878184732,,,,,,,,,,,,
18 Waxflower Bend,430,4,1.786181642,,,,,,,,,,,,
18 Waylen Street,785,2,0.548282586,,,,,,,,,,,,
18 Webb Street,1455,3,0.407350951,,,,,,,,,,,,
18 Wendlebury Way,665,6,0.562901661,,,,,,,,,,,,
18 Wenstead Place,370,4,2.483333885,,,,,,,,,,,,
18 Wesley Way,429,3,1.030402708,,,,,,,,,,,,
18 Weston Terrace,326,3,1.709093644,,,,,,,,,,,,
18 Whitehart Entrance,510,4,1.061707376,,,,,,,,,,,,
18 Whitehaven Avenue,1200,4,3.321862921,,,,,,,,,,,,
18 Whitehead Street,375,4,3.516972132,,,,,,,,,,,,
18 Whitehorses Drive,1200,4,3.668785296,,,,,,,,,,,,
18 Whitfeld Terrace,1085,6,1.222739809,,,,,,,,,,,,
18 Whittome Street,310,3,1.32371981,,,,,,,,,,,,
18 Wicks Street,380,3,0.538042338,,,,,,,,,,,,
18 William Street,545,4,3.277933102,,,,,,,,,,,,
18 Williamson Avenue,485,3,1.150570294,,,,,,,,,,,,
18 Willow Bank Entrance,1000,4,2.010092999,,,,,,,,,,,,
18 Wiltshire Avenue,570,4,1.214176735,,,,,,,,,,,,
18 Winchester Place,443.5,4,0.358741058,,,,,,,,,,,,
18 Winmarley Street,1105,3,1.896747332,,,,,,,,,,,,
18 Winston Crescent,670,4,0.891393496,,,,,,,,,,,,
18 Winterthur Street,515,4,0.569021149,,,,,,,,,,,,
18 Woodbridge Drive,380,4,1.60994072,,,,,,,,,,,,
18 Woolgar Way,70.83,3,1.44249746,,,,,,,,,,,,
18 Woolmore Cross,960,4,0.813759592,,,,,,,,,,,,
18 Wordsworth Drive,615,4,0.583164581,,,,,,,,,,,,
18 Yellowstone Retreat,760,3,6.740368574,,,,,,,,,,,,
18/1 Coojong Link,327,3,0.652941298,,,,,,,,,,,,
18/18 St Johns Wood Boulevard,627.5,3,0.415383532,,,,,,,,,,,,
18/2 Mitchell Street,205,2,1.682028117,,,,,,,,,,,,
18/22 Fantail Drive,369,2,1.416496484,,,,,,,,,,,,
18/25 Canns Road,550,3,2.757848105,,,,,,,,,,,,
18/303 Harborne Street,203,2,0.658871369,,,,,,,,,,,,
18/4 Delhi Street,440,2,0.850753277,,,,,,,,,,,,
18/444 Marmion Street,429,3,0.883708642,,,,,,,,,,,,
18/5 Carlisle Street,192.5,2,2.835565463,,,,,,,,,,,,
18/5 Shoveler Terrace,295,2,1.554167174,,,,,,,,,,,,
18/591 Hay Street,750,3,1.745538249,,,,,,,,,,,,
180 Bridgewater Drive,605,4,1.650586226,,,,,,,,,,,,
180 Brooking Road,206,3,3.777543505,,,,,,,,,,,,
180 Clare Road,435,4,2.424569783,,,,,,,,,,,,
180 Country Drive,885,4,5.997229705,,,,,,,,,,,,
180 Douglas Avenue,860,3,1.273323521,,,,,,,,,,,,
180 Falls Road,307,4,5.030150951,,,,,,,,,,,,
180 Ferndale Crescent,700,4,0.98112091,,,,,,,,,,,,
180 Franklin Road,400,4,2.249392124,,,,,,,,,,,,
180 George Street,1850,4,2.943900398,,,,,,,,,,,,
180 Grosvenor Road,920,3,1.631497985,,,,,,,,,,,,
180 Honeywood Avenue,605,4,4.66476857,,,,,,,,,,,,
180 Lefroy Street,475,4,11.7856851,,,,,,,,,,,,
180 Riseley Street,835,4,0.970815062,,,,,,,,,,,,
180 Rutland Avenue,686,3,1.073887688,,,,,,,,,,,,
180 Sydenham Street,675,3,0.687427436,,,,,,,,,,,,
180 Thomas Road,495,4,1.396698549,,,,,,,,,,,,
180 York Street,1140,3,0.67134706,,,,,,,,,,,,
1800 Wanneroo Road,200,3,3.346053212,,,,,,,,,,,,
180a Alice Street,604,3,1.006744419,,,,,,,,,,,,
180A Keymer Street,575,5,1.291511842,,,,,,,,,,,,
180B Grand Promenade,560,3,0.818640179,,,,,,,,,,,,
181 Baltimore Parade,329,4,0.262077298,,,,,,,,,,,,
181 Coogee Road,140,4,3.635865188,,,,,,,,,,,,
181 Cranleigh Street,410,3,4.038327228,,,,,,,,,,,,
181 Edgewater Drive,722,4,0.891745937,,,,,,,,,,,,
181 Ninth Avenue,785,3,1.309028238,,,,,,,,,,,,
181 Pomeroy Road,1150,5,1.432140722,,,,,,,,,,,,
181 Railway Road,410,4,2.468147159,,,,,,,,,,,,
181 Selby Street,920,5,1.436414125,,,,,,,,,,,,
181 Weaponess Road,920,3,1.097396242,,,,,,,,,,,,
1814 Wanneroo Road,1270,4,3.261381542,,,,,,,,,,,,
1815 Hidden Valley Road,750,4,7.383178581,,,,,,,,,,,,
181A Herbert Street,650,3,0.937684289,,,,,,,,,,,,
182 Birkett Street,740,2,1.819593074,,,,,,,,,,,,
182 Brookton Highway,645,3,2.111583147,,,,,,,,,,,,
182 Coode Street,1451.4,4,1.088052367,,,,,,,,,,,,
182 Labouchere Road,735,4,1.2296877,,,,,,,,,,,,
182 Lakey Street,645,4,0.221078107,,,,,,,,,,,,
182 North Beach Drive,425,4,1.344429563,,,,,,,,,,,,
182 Railway Parade,485,3,3.011480719,,,,,,,,,,,,
182 Rockingham Road,407,4,0.892874806,,,,,,,,,,,,
182 Shaftesbury Avenue,570,3,1.130270457,,,,,,,,,,,,
182 Sunrise Boulevard,420,4,1.775304949,,,,,,,,,,,,
182 Warton Road,360,4,1.421609248,,,,,,,,,,,,
1820 Wanneroo Road,975,4,3.186090969,,,,,,,,,,,,
182a Forest Lakes Drive,372,3,1.729010501,,,,,,,,,,,,
183 Ardross Street,1270,4,0.996133928,,,,,,,,,,,,
183 Daglish Street,1100,4,0.52365204,,,,,,,,,,,,
183 Eddystone Avenue,510,4,0.89052411,,,,,,,,,,,,
183 ERINDALE Road,420,4,1.567231103,,,,,,,,,,,,
183 Ewen Street,640,3,0.652296829,,,,,,,,,,,,
183 Lilburne Road,595,3,0.318947437,,,,,,,,,,,,
183 Salmon Bark Road,730,4,14.35354666,,,,,,,,,,,,
183 Secret Harbour Boulevard,475,4,2.03511017,,,,,,,,,,,,
1834 Wanneroo Road,490,3,3.020825947,,,,,,,,,,,,
183A Gibbs Street,479,4,1.701177252,,,,,,,,,,,,
183A Salisbury Street,690,4,1.716867725,,,,,,,,,,,,
183B Huntriss Road,590,3,1.2404423,,,,,,,,,,,,
184 Bennett Springs Drive,520,5,2.230202111,,,,,,,,,,,,
184 Brenchley Drive,440,4,0.195295177,,,,,,,,,,,,
184 Copley Road,2130,4,6.222561827,,,,,,,,,,,,
184 Currie Street,235,3,0.237207213,,,,,,,,,,,,
184 Delgado Parade,685,4,2.822083779,,,,,,,,,,,,
184 Gaebler Road,455,3,2.754510519,,,,,,,,,,,,
184 Glen Iris Drive,590,4,0.956837586,,,,,,,,,,,,
184 Lagoon Drive,515,4,1.160712108,,,,,,,,,,,,
184 Lakelands Drive,845,2,3.39187302,,,,,,,,,,,,
184 Lilburne Road,940,4,0.362627428,,,,,,,,,,,,
184A Kent Street,580,4,1.224916576,,,,,,,,,,,,
184A Newborough Street,1025,3,1.588052369,,,,,,,,,,,,
184a Royal Street,441,4,1.284760313,,,,,,,,,,,,
184C Mcdonald Street,691,3,0.489569425,,,,,,,,,,,,
185 Albert Road,760,4,1.78496225,,,,,,,,,,,,
185 Bailup Road,415,4,11.74392284,,,,,,,,,,,,
185 Balfour Street,450,4,1.55047445,,,,,,,,,,,,
185 Blue Wren Place,850,3,6.008997594,,,,,,,,,,,,
185 Brewer Road,655,4,0.791168164,,,,,,,,,,,,
185 Coolgardie Street,552.5,4,1.553392306,,,,,,,,,,,,
185 Erindale Road,310,4,1.547982507,,,,,,,,,,,,
185 Hamersley Road,1920,4,1.733488766,,,,,,,,,,,,
185 Lapoinya Place,680,4,4.947449741,,,,,,,,,,,,
185 Mcdonald Street,170,3,0.447092224,,,,,,,,,,,,
185 Ravenswood Drive,422.5,3,0.934391112,,,,,,,,,,,,
185 Robinson Road,172.5,3,3.826967714,,,,,,,,,,,,
185 Rosebery Street,680,3,1.566836798,,,,,,,,,,,,
185 St Brigids Terrace,645,3,0.176628666,,,,,,,,,,,,
185 Wandu Road,630,4,1.954436587,,,,,,,,,,,,
1850 Woodlands Road,1100,5,5.657475764,,,,,,,,,,,,
1855 Lion Street,750,4,0.668026254,,,,,,,,,,,,
185A Northstead Street,725,3,0.598615539,,,,,,,,,,,,
186 Aldersyde Road,1200,4,3.125070238,,,,,,,,,,,,
186 Brenchley Drive,500,4,0.184054491,,,,,,,,,,,,
186 Brewer Road,950,6,0.707848966,,,,,,,,,,,,
186 Douglas Avenue,750,3,1.334276319,,,,,,,,,,,,
186 Fendam Street,485,4,0.681403863,,,,,,,,,,,,
186 Franklin Road,1050,4,2.303479075,,,,,,,,,,,,
186 Glen Iris Drive,710,4,0.972171698,,,,,,,,,,,,
186 Jess Road,610,4,16.41698731,,,,,,,,,,,,
186 Kenwick Road,360,3,1.173088935,,,,,,,,,,,,
186 Smirk Road,386,4,1.678900297,,,,,,,,,,,,
186 Versteeg Grove,1150,6,6.336948648,,,,,,,,,,,,
186 Weaponess Road,1325,4,1.05106033,,,,,,,,,,,,
1865 Kintore Road,460,3,4.107845906,,,,,,,,,,,,
1865 Thomas Road,749,3,2.967201963,,,,,,,,,,,,
187 Bridgewater Drive,520,4,1.653001456,,,,,,,,,,,,
187 Currie Street,375,4,0.219535576,,,,,,,,,,,,
187 Edgewater Drive,605,4,0.867873776,,,,,,,,,,,,
187 Fremantle Road,233,3,1.643620357,,,,,,,,,,,,
187 MAIDA VALE ROAD,400,4,2.787601918,,,,,,,,,,,,
187 Selby Street,1285,4,1.533658132,,,,,,,,,,,,
187 Winterfold Road,514.5,4,0.561234223,,,,,,,,,,,,
188 Comic Court Circuit,1150,5,2.723499851,,,,,,,,,,,,
188 Craddon Road,1000,4,6.230128522,,,,,,,,,,,,
188 Eighth Avenue,790,3,1.322200608,,,,,,,,,,,,
188 Empire Avenue,1295,5,0.451767944,,,,,,,,,,,,
188 Gaebler Road,453,3,2.750097899,,,,,,,,,,,,
188 Kenwick Road,405,4,1.191194718,,,,,,,,,,,,
188 Tilden Drive,1015,4,13.62217438,,,,,,,,,,,,
1880 Richardson Road,470,3,5.023007147,,,,,,,,,,,,
188B Kew Street,300,3,0.568918771,,,,,,,,,,,,
189 Bishopsgate Street,625,3,1.308294033,,,,,,,,,,,,
189 Carrington Street,757.5,4,1.128330737,,,,,,,,,,,,
189 Coode Street,685,3,0.448532004,,,,,,,,,,,,
189 Hamersley Road,2050,4,1.750271444,,,,,,,,,,,,
189 Hampton Road,750,3,1.00773828,,,,,,,,,,,,
189 Hermitage Drive,865,4,4.043453212,,,,,,,,,,,,
1890 McDowell Loop,852,4,6.257655514,,,,,,,,,,,,
189A Ninth Avenue,730,2,1.270979351,,,,,,,,,,,,
189A South Street,540,3,0.562948502,,,,,,,,,,,,
189B Burniston Street,855,4,0.801773181,,,,,,,,,,,,
18A Apollo Way,400,3,0.931172633,,,,,,,,,,,,
18A Ashburton Street,680,3,0.491372459,,,,,,,,,,,,
18a Broadway,545,4,1.156936374,,,,,,,,,,,,
18A Cromer Road,430,2,1.625207862,,,,,,,,,,,,
18A Davenport Street,480,2,1.175983969,,,,,,,,,,,,
18A Devon Way,458,4,1.03266135,,,,,,,,,,,,
18A East Street,1450,4,0.712140383,,,,,,,,,,,,
18A Fantail Way,330,4,1.657239698,,,,,,,,,,,,
18A First Avenue,660,3,1.420279744,,,,,,,,,,,,
18A Gosford Meander,430,3,2.637767265,,,,,,,,,,,,
18A Grant Place,560,3,2.051496718,,,,,,,,,,,,
18A Hilda Road,660,4,1.548637495,,,,,,,,,,,,
18A Kemp Street,418,4,0.396385923,,,,,,,,,,,,
18A Killilan Road,1650,4,2.36320771,,,,,,,,,,,,
18a King Albert Road,1550,3,1.154198444,,,,,,,,,,,,
18A Lagoon Place,232,4,0.496180037,,,,,,,,,,,,
18a Latham Street,790,4,1.476918847,,,,,,,,,,,,
18A Leverburgh Street,750,3,0.220545551,,,,,,,,,,,,
18A Mabena Place,1460,4,1.545289718,,,,,,,,,,,,
18A Michael Crescent,680,5,1.830342671,,,,,,,,,,,,
18A Milroy Street,523.5,3,0.869498263,,,,,,,,,,,,
18a Nola Avenue,835,4,1.40876943,,,,,,,,,,,,
18A Noreatt Place,495,3,1.684568046,,,,,,,,,,,,
18A Parsons Avenue,880,4,1.04963396,,,,,,,,,,,,
18a Purkiss Street,445,3,1.396725653,,,,,,,,,,,,
18A Queen Street,350.5,4,2.07187026,,,,,,,,,,,,
18A Radney Street,577.75,3,0.508695816,,,,,,,,,,,,
18A Raymond Street,742,3,1.176802685,,,,,,,,,,,,
18A Rome Road,755,3,1.329420647,,,,,,,,,,,,
18A Selway Road,606,3,1.450087128,,,,,,,,,,,,
18A Swan Street,525,3,1.332381514,,,,,,,,,,,,
18a Tulipwood Place,350,3,1.366731267,,,,,,,,,,,,
18A Tyre Avenue,1020,5,1.794685064,,,,,,,,,,,,
18B Aldercress Rise,530,4,0.769260044,,,,,,,,,,,,
18B Apollo Way,400,2,0.931172633,,,,,,,,,,,,
18b Beckenham Street,614,4,1.653803148,,,,,,,,,,,,
18B Conon Road,1550,6,1.102438928,,,,,,,,,,,,
18B Douglas Avenue,477,3,1.546728058,,,,,,,,,,,,
18B Dounley Street,290,3,0.763763106,,,,,,,,,,,,
18b Inwood Place,594,3,1.000962161,,,,,,,,,,,,
18b King Albert Road,1300,4,1.151998082,,,,,,,,,,,,
18B Margery Road,446,3,4.389496532,,,,,,,,,,,,
18B Ullapool Road,850,4,1.801945195,,,,,,,,,,,,
18B Warnham Road,1475,2,1.006754349,,,,,,,,,,,,
18b Warringah Close,325,3,1.422625353,,,,,,,,,,,,
18C Kilmurray Way,320,3,0.40196451,,,,,,,,,,,,
18C Morley Drive,500,3,1.515328208,,,,,,,,,,,,
18C Shoalwater Road,460,3,2.688232498,,,,,,,,,,,,
18d Buntine Way,211,3,1.209858649,,,,,,,,,,,,
18D Rhine Way,265,2,0.484942557,,,,,,,,,,,,
18G Wardlow Way,225,3,1.37617033,,,,,,,,,,,,
19 Aberdare Way,660,4,0.475733365,,,,,,,,,,,,
19 Adderley Street,1385,3,0.982313149,,,,,,,,,,,,
19 Adela Place,721,6,0.877533272,,,,,,,,,,,,
19 Aerolite Way,485,3,0.824189961,,,,,,,,,,,,
19 Albemarle Way,308,3,3.672855866,,,,,,,,,,,,
19 All Saints Way,1240,5,0.532619218,,,,,,,,,,,,
19 Alsace Avenue,427.5,5,3.038185019,,,,,,,,,,,,
19 Amberton Avenue,360,5,0.468522094,,,,,,,,,,,,
19 Amherst Road,506,4,0.626983073,,,,,,,,,,,,
19 Andalusian Retreat,835,4,9.641198016,,,,,,,,,,,,
19 Angler Way,767.5,4,0.642762532,,,,,,,,,,,,
19 Arkwell Way,1300,4,1.532948855,,,,,,,,,,,,
19 Arley Turn,600,4,1.136856996,,,,,,,,,,,,
19 Ashbourne Way,150,2,1.080592186,,,,,,,,,,,,
19 Athel Road,1820,5,1.24142762,,,,,,,,,,,,
19 Aureate Way,536,4,5.443176885,,,,,,,,,,,,
19 Aveley Road,810,4,2.948396236,,,,,,,,,,,,
19 Azalea Gardens,478,4,0.335987928,,,,,,,,,,,,
19 Babbler Court,525,4,2.658974421,,,,,,,,,,,,
19 Baden Road,785,4,0.653503224,,,,,,,,,,,,
19 Ballard Mews,490,4,0.911700683,,,,,,,,,,,,
19 Barnard Street,970,4,1.080267652,,,,,,,,,,,,
19 Barracuda Court,1250,4,0.990410663,,,,,,,,,,,,
19 Barton Loop,445,3,2.020992039,,,,,,,,,,,,
19 Bateman Road,1210,4,0.974559813,,,,,,,,,,,,
19 Bates Way,305,3,0.498551776,,,,,,,,,,,,
19 Baton Rouge Drive,1215,4,0.737572881,,,,,,,,,,,,
19 Bay View Street,650,4,0.362439927,,,,,,,,,,,,
19 Beacham Crescent,359,4,1.417057268,,,,,,,,,,,,
19 Beacham Road,650,4,10.10889816,,,,,,,,,,,,
19 Beaconsfield Avenue,395,4,1.785187185,,,,,,,,,,,,
19 Bearing Parade,590,3,1.330798827,,,,,,,,,,,,
19 Beaufortia Crescent,350,4,0.407539765,,,,,,,,,,,,
19 Beckett Circle,640,4,0.235873487,,,,,,,,,,,,
19 Beckworth Avenue,407,4,0.850604354,,,,,,,,,,,,
19 Bedford Street,500,3,2.01700997,,,,,,,,,,,,
19 Beeches Mews,1100,5,9.224411419,,,,,,,,,,,,
19 Begbroke Way,582,4,3.083056605,,,,,,,,,,,,
19 Belvoir Crescent,499.999,4,1.561758016,,,,,,,,,,,,
19 Bembridge Loop,530,4,1.18341235,,,,,,,,,,,,
19 Bendix Way,282,4,0.822042204,,,,,,,,,,,,
19 Bentley Close,1375,4,0.665580691,,,,,,,,,,,,
19 Bernborough way,985,5,2.742426624,,,,,,,,,,,,
19 Beroona Way,458,4,0.329981151,,,,,,,,,,,,
19 Beryl Avenue,1570,4,1.436925629,,,,,,,,,,,,
19 Bewick Avenue,250,4,0.920339113,,,,,,,,,,,,
19 Bibbulmun Entrance,500,4,1.141313231,,,,,,,,,,,,
19 Biccari Drive,1110,4,1.6466459,,,,,,,,,,,,
19 Bilya Avenue,700,4,4.194678064,,,,,,,,,,,,
19 Birchwood Avenue,930,4,1.159457279,,,,,,,,,,,,
19 Bodrum Crescent,610,4,0.653959471,,,,,,,,,,,,
19 Bonchester Court,981,5,1.64039327,,,,,,,,,,,,
19 Bondi Street,1100,3,1.37539696,,,,,,,,,,,,
19 Bonnard Crescent,525,4,3.160948958,,,,,,,,,,,,
19 Bonnyrigg Pass,490,3,2.988338894,,,,,,,,,,,,
19 Boulonnais Drive,410,4,8.854799142,,,,,,,,,,,,
19 Boxley Place,382.5,4,0.364907514,,,,,,,,,,,,
19 Boynton Gardens,720,4,2.758543909,,,,,,,,,,,,
19 Bradford Street,780,2,0.596065933,,,,,,,,,,,,
19 Bradley Way,365,3,1.448694503,,,,,,,,,,,,
19 Brendon Way,547.5,2,0.572582841,,,,,,,,,,,,
19 Bridgedale Close,475,4,0.482937974,,,,,,,,,,,,
19 Bristow Street,141,3,0.905555872,,,,,,,,,,,,
19 Broadway Road,204.75,3,1.305244053,,,,,,,,,,,,
19 Brookeby Heights,385,4,1.28200881,,,,,,,,,,,,
19 Brora Grove,720,4,2.508260532,,,,,,,,,,,,
19 Broula Road,669,3,0.464460489,,,,,,,,,,,,
19 Bruns Drive,600,4,2.988618863,,,,,,,,,,,,
19 Brunswick Road,375,4,1.753925018,,,,,,,,,,,,
19 Bryant Avenue,1170,3,0.699190511,,,,,,,,,,,,
19 Bullich Retreat,670,4,9.957052716,,,,,,,,,,,,
19 Bullock Court,455,4,1.747138866,,,,,,,,,,,,
19 Bunderra Close,490,3,1.134936967,,,,,,,,,,,,
19 Burndale Road,650,4,0.485786001,,,,,,,,,,,,
19 Burns Street,800,2,1.41319735,,,,,,,,,,,,
19 Burton Retreat,400,4,1.889457865,,,,,,,,,,,,
19 Butcher Street,130,2,2.75749068,,,,,,,,,,,,
19 Butterworth Place,603,3,0.796395156,,,,,,,,,,,,
19 Buvelot Turn,565,4,0.802385932,,,,,,,,,,,,
19 Caledonia Avenue,610,4,2.323952646,,,,,,,,,,,,
19 Calendia Way,482,4,3.850210653,,,,,,,,,,,,
19 Caliban Way,490,3,1.62115716,,,,,,,,,,,,
19 Calis Avenue,1000,5,2.923231523,,,,,,,,,,,,
19 Calla Street,590,4,2.110098362,,,,,,,,,,,,
19 Camellia Way,584,4,2.003681927,,,,,,,,,,,,
19 Campbell Street,490,4,1.350062181,,,,,,,,,,,,
19 Campbell Way,540,4,4.712819473,,,,,,,,,,,,
19 Camrose Lane,517,4,1.039499747,,,,,,,,,,,,
19 Canns Road,1050,5,2.639392217,,,,,,,,,,,,
19 Carmathen Avenue,363.5,3,1.661837897,,,,,,,,,,,,
19 Carmen Circuit,665,4,4.349041913,,,,,,,,,,,,
19 Carnaby Way,585,4,0.968811678,,,,,,,,,,,,
19 Carnarvon Rise,710,4,0.421061329,,,,,,,,,,,,
19 Casitas Street,222.5,4,2.066369439,,,,,,,,,,,,
19 Cassidae Terrace,1025,4,1.400979505,,,,,,,,,,,,
19 Cato Place,311,3,1.816149718,,,,,,,,,,,,
19 Cavalier Court,445,4,0.306100325,,,,,,,,,,,,
19 Ceduna Way,459,4,0.932314831,,,,,,,,,,,,
19 Centaur Circle,900,4,0.751612186,,,,,,,,,,,,
19 Chalcombe Way,617.5,3,0.918983783,,,,,,,,,,,,
19 Champaigne Drive,546,4,3.098209026,,,,,,,,,,,,
19 Chase Court,640,4,1.158328133,,,,,,,,,,,,
19 Chateau Court,555,5,1.437532537,,,,,,,,,,,,
19 Chauvel Court,475,4,1.094348388,,,,,,,,,,,,
19 Chenile Mews,390,3,0.964214881,,,,,,,,,,,,
19 Chestnut Road,689,5,9.518359411,,,,,,,,,,,,
19 Chungking Grove,220,4,2.618937634,,,,,,,,,,,,
19 Clanmel Road,1475,4,1.44468794,,,,,,,,,,,,
19 Clayden Street,340,2,11.72122853,,,,,,,,,,,,
19 Clovelly Crescent,410,4,1.238013568,,,,,,,,,,,,
19 Clubhouse Lane,1170,6,3.488549223,,,,,,,,,,,,
19 Cobby Place,439,4,1.691061181,,,,,,,,,,,,
19 Cobden Street,785,4,2.122273525,,,,,,,,,,,,
19 Coci Road,650,3,1.751018613,,,,,,,,,,,,
19 Cockman Way,165,4,0.894121506,,,,,,,,,,,,
19 Cohn Court,530,3,1.292063351,,,,,,,,,,,,
19 Coleridge Place,615,4,0.98465148,,,,,,,,,,,,
19 Collaroy Court,775,4,1.197312653,,,,,,,,,,,,
19 Collier Street,1195,4,0.915891783,,,,,,,,,,,,
19 Colwyn Road,465,3,1.092586412,,,,,,,,,,,,
19 Coneflower Corner,895,3,0.404249754,,,,,,,,,,,,
19 Congdon Way,988,4,1.694626693,,,,,,,,,,,,
19 Connemara Drive,125,4,9.378214863,,,,,,,,,,,,
19 Constance Street,535,3,1.432664374,,,,,,,,,,,,
19 Coolbarro Lane,391,4,2.036717035,,,,,,,,,,,,
19 Cooliabberra Drive,935,6,1.695808329,,,,,,,,,,,,
19 Cornish Crescent,800,4,0.880190571,,,,,,,,,,,,
19 Cotswold Parade,579,4,2.784500237,,,,,,,,,,,,
19 Cowper Street,560,4,0.871977356,,,,,,,,,,,,
19 Craighall Turn,680,3,0.558268253,,,,,,,,,,,,
19 Criterium Place,390,3,1.732101265,,,,,,,,,,,,
19 Crown Terrace,675,3,4.799685478,,,,,,,,,,,,
19 Crystal Place,1800,5,1.525115931,,,,,,,,,,,,
19 Culloden Road,625,3,1.083949888,,,,,,,,,,,,
19 Dakin Street,830,3,1.235848265,,,,,,,,,,,,
19 Daleview Close,570,4,0.753240562,,,,,,,,,,,,
19 Dalzell Turn,505,4,2.828100074,,,,,,,,,,,,
19 Danbulla Loop,340,4,0.99314398,,,,,,,,,,,,
19 Danja Rise,565,4,1.002741936,,,,,,,,,,,,
19 Darkin Drive,370,3,0.583043328,,,,,,,,,,,,
19 Darling Street,475,2,1.101286533,,,,,,,,,,,,
19 Dawson Street,170,3,0.576340335,,,,,,,,,,,,
19 Daylesford Elbow,590,4,2.321165969,,,,,,,,,,,,
19 Desert Ash Place,660,4,3.156660201,,,,,,,,,,,,
19 Devereux Crescent,490,4,0.769330651,,,,,,,,,,,,
19 Dilkera Place,525,4,0.733691197,,,,,,,,,,,,
19 Diosma Way,340,3,0.712329417,,,,,,,,,,,,
19 Dolphin Way,500,3,0.65119473,,,,,,,,,,,,
19 Donatti Retreat,399,3,2.848767517,,,,,,,,,,,,
19 Downhill Way,410,4,0.905051824,,,,,,,,,,,,
19 Downing Crescent,522,4,2.297191568,,,,,,,,,,,,
19 Dryandra Crescent,555,4,2.193690203,,,,,,,,,,,,
19 Dryandra Drive,390,3,0.491581506,,,,,,,,,,,,
19 Duncan Place,549,4,4.149340669,,,,,,,,,,,,
19 Earl Street,540,5,0.343615972,,,,,,,,,,,,
19 Eastwood Way,540,3,1.770917788,,,,,,,,,,,,
19 Ecton Street,250,3,1.807051814,,,,,,,,,,,,
19 Edmund Way,250.25,2,1.161018014,,,,,,,,,,,,
19 Edward Street,437.5,3,0.249054952,,,,,,,,,,,,
19 Elemi Bend,620,4,1.432627736,,,,,,,,,,,,
19 Ellesmere Road,255,3,0.326027519,,,,,,,,,,,,
19 Elma Street,1085,4,1.448265083,,,,,,,,,,,,
19 Elwood Loop,330,4,4.33372618,,,,,,,,,,,,
19 ELYARD CRESCENT,680,4,1.020316559,,,,,,,,,,,,
19 Eradu Ramble,540,4,1.043361434,,,,,,,,,,,,
19 Errina Road,422.5,3,1.969857802,,,,,,,,,,,,
19 Esmerelda Pass,585,4,0.867963,,,,,,,,,,,,
19 Eucla Mews,340,4,2.66975385,,,,,,,,,,,,
19 Eucumbene Crescent,420,3,1.484611892,,,,,,,,,,,,
19 Evington Pass,470,4,1.50880145,,,,,,,,,,,,
19 Ewart Street,412.5,2,1.409980175,,,,,,,,,,,,
19 Exmouth Drive,370,4,1.339552368,,,,,,,,,,,,
19 Fairland Loop,645,4,0.606678847,,,,,,,,,,,,
19 Farrier Terrace,485,4,0.944876083,,,,,,,,,,,,
19 Feathertop Rise,545,4,1.930076506,,,,,,,,,,,,
19 Ferntree Place,1350,5,2.947907917,,,,,,,,,,,,
19 Ferrar Street,1180,3,0.515219668,,,,,,,,,,,,
19 Fielder Road,790,5,12.3076393,,,,,,,,,,,,
19 Fifth Avenue,550,3,1.878264303,,,,,,,,,,,,
19 Fionn Street,538.5,4,1.009085404,,,,,,,,,,,,
19 First Avenue,705,4,0.927837681,,,,,,,,,,,,
19 First Avenue,410,3,2.549902168,,,,,,,,,,,,
19 Fitzpatrick Way,658,6,1.945912615,,,,,,,,,,,,
19 Fleet Circle,500,3,3.984521956,,,,,,,,,,,,
19 Fleming Parkway,375,4,0.518009435,,,,,,,,,,,,
19 Floresta Street,535,4,2.295765995,,,,,,,,,,,,
